,class,tweet
7509,1,After tonight&amp;&amp; many more nights to come!! I will show you what a cold hearted bitch can do!!! #donefeedup #solo
7510,1,After watching the desolation of smaug I have come to the conclusion that bilbo made all other hobbits look like bitches in LOTR.
7511,1,After you get good pussy you be feelin like you just found the last dragon ball..
7512,1,"Aghh! I took my 15minute break to relax for a bit, not to here this bitch yell&amp;complain! ;"
7513,1,Ahhh fuck it let's go 405 rows for the hoes 
7514,1,Ahhhh but now I'm fuckin all you niqqa's hoes ;;;;
7515,1,Ahmed's moms bomb pussy&gt;&gt;&gt;
7516,1,Ain't been on this hoe all day
7517,1,Ain't been on this hoe all day haha #FWM
7518,1,Ain't even fuckin wit shady bitches
7519,1,Ain't fuckin wit nomore hoes got who I want ;;;;;;
7520,1,"Ain't it a bitch when one of the people you get so excited hearing from, sends the shortest most closed-ended thing ever? Ugh let down"
7521,1,"Ain't like them guys who wine and dine to keep they women.. My bitches only want two things, that's to get high and kick it"
7522,1,Ain't me ain't me these pussy ass niggas ain't me !
7523,1,Ain't met a bitch yet that could compete.
7524,1,Ain't no bitch doe
7525,1,Ain't no broke bitches standing next to me;;
7526,2,Ain't no love in the ghetto ;
7527,1,Ain't no pussy better than loyal pussy!
7528,1,Ain't nobody up .. TL slick dead .. Other than the females bashing niccas early dis morning lol
7529,1,Ain't none of these hoes loyal none of em if I cloud show y'all the stuff be coming thru my phone....but that ain't none of y'all business
7530,1,Ain't nothing funnier then watching a woman try to hide her inner hoe ;;; know she like to get hit from the back and have a finger...nvm
7531,1,"Ain't nothing funnier then watching somebody live a complete different life on the internet I be like ""who this hoe think she foolin"""
7532,1,Ain't nothing that good head or pussy that curl yah toes up;;
7533,1,Ain't nun Ordinary about this bitch ;;
7534,0,Ain't nuttin but a white trash party.
7535,0,"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol"
7536,1,Ain't shit pretty but my bitch and my momma anyone can get the drama
7537,1,Ain't that a bitch.
7538,1,Ain't this a bitch
7539,1,Ain't this a bitch---&gt; Clock mistake in Alabama-Arkansas - via Champ Drive 
7540,1,"Aint #WCW jus ""bitches i wan fck"" day?"
7541,1,Aint This A Bitch... I just saw my bitch kiss a bitch . You lucky I dont kill yo ass but you can still get pistol whipped - wayne
7542,1,"Aint no bitches here... Well, like 3"
7543,1,Aint no hoe in blood
7544,1,"Aint no hoe worth loosing your wife, aint no beef worth loosing your life!"
7545,1,Aint no pussy better then perk pussy
7546,0,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls."
7547,1,"Aint this a bitch,! The power out from this shit."
7548,0,Al noooo ...... Too late fuckin faggot ! Lmao
7549,1,Alabama won tho. So roll tide bitch
7550,2,"Alarm set, early bird n all that. Night all xx"
7551,1,Alcohol....drunk hoe ; i miss...;
7552,1,Alex Smith saw his career leave with that fumble and reeled that bitch back in with everything he had.
7553,1,Alex Smith such a got damn bitch man
7554,2,Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him. He's in the past
7555,2,Alexa's phone gave us colors and Julia got yellow I'm dying #racistaf
7556,2,"Alfredo, Linguini, Pasta.... Just fancily prepared trash"
7557,1,Alibaba / Jack Ma: Gotta love a guy who beat Meg Whitman's albino ass back to the US. Freakin' commie genius.
7558,1,Alice took advantage of me last night...... that bitch won't tonight!!!!!
7559,1,All DESE yung niggaz pussy
7560,1,"All I ask for is love n loyalty. . nothing else. No arguing over other bitches/niggas , no he say she say , no social media bs... Just love"
7561,2,All I did was said her weed was trash
7562,2,All I ever want is for someone to love me as deeply and devotedly as Charlie Kelly loves the waitress.
7563,1,"All I got for these hoes is dick, duct tape, and a stapler."
7564,1,All I need is a 100 million dollars Bc I got that bad bitch
7565,1,"All I need is one, I don't want ""the hoes """
7566,1,All I want for my birthday is a big booty hoe ;;
7567,1,All I want for my birthday is a big booty hoe.
7568,1,All I want is a 100 million dollars and a bad bitch
7569,1,All I want is a 100 million dollars and no bad bitch. I'm selfish lol
7570,1,"All I want is bitches, big booty bitches"
7571,2,All I want is cheesy bread and brownies ;
7572,1,All I wanted to do was get some hoes too :(
7573,1,All I wanted was 100 million dollars and a bad bitch. But now I want 200 and a m;nage in my palace
7574,2,All I wants is to represent da life o da colored man.
7575,1,All I've asked is for one thing. &amp; one thing only . But I get more then what most bitches could ever have... But still.
7576,2,All Okies are trash.
7577,1,All These hoes sooo average ;;
7578,1,All a nicca need is time .. #BePatient
7579,1,All a nicca want is some Coney Island and Lous Deli tho! #DetroitNiccaInAtlantaProblems
7580,1,"All bitches do is graduate, get pregnant n become CNAs ;;;;"
7581,1,All bitches need a bus driver uppercut a Chris brown bitch slap followed by some dancing nd Chad Johnson hea 
7582,1,All d messy hoes sleep
7583,0,All da lil bald headed bitches standn outside of kevin gates tryna get in ;;;
7584,2,All da white folk off twitter yet? Da colored tweet at night while y'all sleep cuz you gotta woyke tomorrow.
7585,1,All deses bitches know that you're my nigga.
7586,1,All deses bitches turnt up I'm fenna turn em down
7587,2,"All good things must come to an end, that's all right get 'em tomorrow #Yankees"
7588,1,All hoe money is gooooooooooood
7589,1,All i kno is make them hoes cone joints
7590,1,All it take is for one bitch to open her mouth and niggas start fuckin up.
7591,1,"All my bitches love me, all my all my bitches love me, all my bitches love me. You ain't fuckin with my dougie ; "
7592,2,All my gold is white not yellow.
7593,1,All my hoes got money she in the mall she ballin bitch buy something for me
7594,1,All my hoes they so rude
7595,1,"All my life i been this cold, all my nights been With hoes."
7596,1,All my niggaz better have at least 3 ugly bitches number in their phone this summer.
7597,1,All my old hoes gone love my video
7598,1,All my old hoes wana have my baby
7599,2,All my so whitey bois gone ride
7600,1,All my white school teachers back in elementary knew not to give me no pussy. I'm telling all of my niggas.
7601,1,All my young boys round me sayin get money and fuck these hoes
7602,1,"All my young boys round me saying ""get money and fuck these hoes"""
7603,1,All of a sudden craving the hell out of cookies.
7604,1,All of my bitches know they temporary
7605,1,All of my money neat all of my bitches freaky everybody kno it IT AINT A SECRET
7606,1,All people do in my house is bitch
7607,1,All that but the bitch can't take a joke. 
7608,1,"All that x rays, no wonder the bitch got two heads #AHSFreakShow"
7609,1,All the Uchiha are. Sasuke is probably the biggest faggot of all time
7610,1,All the bad bitches are in the gym between 9-1 u know why they ain't got no job
7611,1,All the bad bitches think they ugly and all the roach bitches think they bad-_-
7612,1,All the bitches happy maybe one of his female friends can find him a bitvj
7613,1,All the bitches in Shameless are straight bugoutsss
7614,1,All the coons use the same effect on their pictures
7615,1,All the fine bitches i need yall to hit me up my # 562 922 40 guess the last 2 ;
7616,1,All the hoes I did have now they decided they wanted to be wifey type draya fuck all that up
7617,1,All the hoes know who I rock wit ;
7618,1,All the hoes on LoveandHipHop going to prom ;;;
7619,1,All the pictures of the ex are gone...there's no pictures with the side hoe posted...*slides into his dm's like* 
7620,1,All the ratchet hoes on Cecil B
7621,1,All the redskins act like te bitch the bitch
7622,1,All the snacks in this bitch ;
7623,1,All the time lol Lol ima hoe sometimes
7624,1,All the work gone so we ain't going nothin but fucking bitches in the trap
7625,1,"All them hoes crazy Thick thighs, ; skinny waist, ; and natural beauty face ;"
7626,1,All these 4/20 tweets are retarded most of these nig nogs haven't even smoke a bl;nt ever
7627,1,All these Hoes fuckin ! But they don't wanna seem like a hoe you gotta hit them ona D LO !
7628,2,"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group #TheMemorialTournament"
7629,1,All these bitches &amp; niggas be Trippin offa what type of relationship me &amp; duddy got like we not fuccing no more &amp; we not dating.
7630,1,All these bitches know that you're my nigga ;
7631,1,All these bitches love Mosa sippin on the coca
7632,1,All these bitches talk shit that's why bust em in they shit
7633,1,All these bitches wanna be like Kim K and fuck their way into being rich but it don't work like that. Get a degree &amp; work a desk job you hoe
7634,1,All these bitches wanna fuck on a thug
7635,1,All these bitches want love from scrappy .
7636,1,All these break ups gon be a crazy hoe free agency this summer #DOYOURGOOGLES
7637,1,All these faggot fell asleep on me
7638,1,All these fuckin dudes do is bitch at the refs....shut the fuck up and play
7639,1,"All these hoes fuckin..... Be Careful! Just cos she look good, don't mean she's good for you!"
7640,1,"All these hoes fucking, but they don't want to seem like a hoe so you gotta hit em on the low."
7641,1,All these hoes say that wanna be cuffed bitch cuff this dick
7642,1,"All these hoes trife I can never cuff , I've been hurt before so I can never give a fuck"
7643,1,All these hoes want boyfriend's but the last thing I need is more ties
7644,1,"All these niggas with these "" Love Quote"" Pages are some pussies. Them niggas don't be living what they talking bout"
7645,1,All these ratchet bitches killin Gossip Girl
7646,1,All these ratchet hoes be on tha same stuff !
7647,1,All these so called real niggas and they hoes aint nuttin but some massah luvin uncle toms &amp; aunt jamammi's fakin da funk.
7648,1,All these touch screen phones and hoe u still got flipped 
7649,1,"All theses hoes on me , they so phony ;"
7650,2,All trash Now that's a lot of stolen shoes... 
7651,1,All y'all bitches corny lol
7652,1,All yall bitches dress alike wassup wit that ?
7653,1,"All yall bitches fake an wanna b's get yall life,"
7654,1,All you bitches can keep getting jealous. I loveeee ittttt
7655,1,All you bitches extra easy when yall drunk lol unless ur sober friends there to save youu
7656,1,"All you bitches know youre trying to find yourself on the website, who are you kidding lol"
7657,1,All you bitches thirsty hella worried about IG
7658,1,"All you gotta do is be funny, witty and charming and the bitches will come to you naturally you ain't even gotta do shit but be yourself"
7659,1,All you hoes are hoes for tweetin about ya panties bein wet
7660,1,All you hoes middle name isn't Nicole ; The jig is up..
7661,1,All you ladies pop your pussy like this
7662,0,All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel
7663,1,All you ofay got left is da Oscars. Better Enjoy dat before us colored folk get dat too!
7664,1,"All you pussies is losers, all my niggas is winnin"
7665,1,All you see is straight pussy in my iPhone!
7666,1,All your selfies are booty pics... Cause bitch you always look like ass
7667,1,Allergies ain't bothered me all summer now all of a sudden in the middle of august shit is startin to get real. Ain't that about a bitch
7668,1,"Allergies have my eyes all red and chink eyed, I look like I'm stoned"
7669,1,Almost cussed dis bitch out at mcdonalds talmbout da register down so dey can't serve us..umm bitch give us da food fa free den ;
7670,1,Almost done with this bitch ass room ....
7671,1,"Almost everyone I met in #Paris was absolute trash. And if they support a republican government, I hope they fucking die."
7672,1,"Almost forgot 40,000 tweets still no bitches"
7673,1,Almost got in a fight with a southwest faggot at the carnival lol
7674,0,"Almost got to see a white boy get beat around today, but he ran like a bitch."
7675,2,Almost half of North American bird species threatened by climate change #Climate #Environment
7676,1,Almost just said some bitch shit ;
7677,1,Almost quit today they had me fucked up.. False promises to get me to work harder that's some hoe shit.
7678,1,Aloha bitches! 27 minutes before I caught a 32ft #greatwhite #okaysomaybeimlying #butiwasfishing 
7679,1,Alotta people say they loyal to they niggas and bitches .... Yall aint shiiittt . Someone throw a few dollas in ya face you'll be snitchn ;
7680,1,Already had to unfollow that bitch. Annoying af.
7681,0,Already more yellows than the last 2 years combined #IndyCar #Honda200
7682,1,Already scratched off mines Paying for pussy still on my bucket list
7683,1,Alright Vacarro you bitch!!!
7684,0,Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways
7685,1,Alright your time is up Cheesecake trash
7686,1,"Also love angry old Irish bartenders ""pussies have one beer and ask for a glass of water, fuck them I ignore that shit"""
7687,1,"Also, anyone who wants to bitch about the prices at Disney needs to check this out next time. #dollywood "
7688,2,"Also, it;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause."
7689,1,Always a good sesh wit my niggah blakk
7690,1,Always broke niccas how yu Robbin
7691,2,Always thought golden Oreos were the same as original Oreos but oh my god I just climaxed
7692,1,"Always wanted to fuck that bitch, thank you god I fucked that bitch"
7693,1,Am I really going to sit here and cry like a bitch....
7694,1,Am I the only #gay man without a fag hag? I guess I am.
7695,2,Am I the only person that feels disrespected by the bird poop suddenly dropping on your front window:(ewww#annoying
7696,1,Am I wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room
7697,2,Am ghetto 
7698,2,Am so high that birds and planes are my peers
7699,1,Am sorry I can't stand stand some black females especially the full breaded Africans bitches being have std and shit I prefer white girls
7700,1,Am zoneing they say I'm possessed it's a omen I keep 300 like the Romans with 300 bitches with the trojans I been a menace for the longest.
7701,1,"Amanda Bynes is crazy, idc what else y'all wanna call it but da bitch been crazy."
7702,1,Amanda is a bitch omg I would beat her ass lol
7703,2,Amazing. You know what they say about birds of a feather 
7704,1,"Amber Rose is one of those bad bitches who ""only get along with dudes"""
7705,1,Amber wants a million... Wiz just like... Ok bitch I spend that on 2 cars..
7706,1,"Amennn!!!!! "" If your girlfriend doesn't like that bitch, you don't talk to that bitch"""
7707,0,America is white trash and so are all Americans.
7708,2,American culture is stuck to the side of the toilet. Graffiti writers in Europe can create better art without any lowlife trash sex jokes.
7709,1,Amina ass... Peter you just fucking the bitch I don't like her voice
7710,2,Amo hangs 
7711,1,An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!
7712,1,An if u aint a hoe get up out my trap hoooouusssee!!!!
7713,1,"Anacortes bucks got racks like a black bitch, dwammm"
7714,1,And I can't be known for fucking wit a trash bitch.
7715,1,"And I lick it after you clean it , eat pussy like a dyke but I fuck like a demon ;;"
7716,0,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..
7717,1,And I was like yeah bitch
7718,0,And I'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that
7719,1,And I'm out bout $50 .. These hoes be pimping me man ;
7720,1,And I'm steady tellin dis bitch gtfo my face
7721,1,And I've had enough. Unfollowing dat ass bitch
7722,1,And a hoe gon be a hoe regardless
7723,1,And bitch I ain't bout to debate with Ya funky ass either.
7724,1,And by YALL I mean.... Whoever running back telling tunchi wtf I'm doing that's not my nigga dog niggas nd bitches ;
7725,1,And da hoes!! I kno u hear vodka n the background ;
7726,1,And dis nicca still rapping
7727,1,And dis shit is for the birds 2 
7728,1,And don't come to my mf house honking ur damn horn. Get tf out the car &amp; ring my bell bitch.
7729,1,"And even if the sky come fallin, bitch ima still be high. I got faith in my weed man"
7730,1,"And gabby was steady walking off laughing, I'm like bitch really ; , if she ever fall around me I'ma get in my car and leave her there"
7731,1,And get my self a bad bitch thats loyal and one hunnid
7732,1,And girl I've been thinkin of ways thinkin of new ways to beat that pussy down .
7733,1,"And girl that pussy ain't shit to me, baby girl roll up and get high"
7734,1,And ha bitch break down my weed sometimes
7735,1,"And here standing in the red corner weighing 145lbs the pussy destroying champion of the world, Adam nobodyknowshisrace smith"
7736,1,"And honestly I'm a social hoe. I'll talk to any and everybody. Nowhere in there did I said fuck, suck, and trap."
7737,1,And i aint neva gave a fucc about a bitch boy !
7738,1,"And i didn't wanna come off as a bitch, so I took another hit, now I think I'm feeling to high"
7739,1,"And if u aint a ho, GET UP OUT MY TRAP HOUUUSE!"
7740,1,And if yu ever need a shoulder to cry on I won't be there cus I'm on my fuck that bitch shit
7741,1,And ima dream about 4 fat bitches stuck in a mini van on a hot summer day
7742,1,And it's always the black bitches that's constantly late AF for no reason. Couldn't refuse the ladies in free til 12 &amp; $1 shots
7743,2,And it's gotta be some ghetto fool :/
7744,1,And just like me that bitch loaded.
7745,1,And little bitch ass 
7746,1,And mad hoes you can ask Beavis I get nothing butthead
7747,1,And my bitch gon' blast and she got the ass like... 
7748,1,And my mom was really getting me a car smh hoe f u for dat
7749,1,And niccas are 38 HOT if they paid 20 bucks for that Pay-Per-View......
7750,2,And now Jihadis bragging about a massive bombing in Sadr city in Baghdad. #Iraq #onslaught
7751,1,And now lookin ass niggas and lookin ass bitches will be the terms of 2014. Will be overused &amp; abused in every fucking way
7752,2,And of course some rascally #teabagger on the radio is blaming the 19 dead AZ firefighters on #biggovernment. Oy vey. #tcot #p2 #teaparty
7753,1,And remember---always be the person you're born to be. You don't have to be queer to take something from that message. #NationalComingOutDay
7754,1,And since im gino marley my bitch just flew from Japan
7755,1,And someone from my class is literally sitting across from me on the bus so I can't even call dad and bitch
7756,0,And the Jew favorited my tweet though. Lol. Don't have anymore time for this trash.
7757,1,And them niggas pussies...cameltoes ;
7758,1,And these hoes ain't as good as they look..I need to take my own advice doee cause If that pusxy good then I'm good ;
7759,1,And vice versa 9/10 he has hoes
7760,1,And weres bitch boy ?
7761,1,And when I say DOH DOH DOH DOH bitch that be Kdot
7762,1,"And when bitches be like ""me and him against the world!"" bitch don't nobody even know y'all together -_- nobody hating."
7763,2,And where do you think unsold items from thrift stores go? The garbage. Think of all the great games that are in trash dumps as we speak :(
7764,1,"And you a bitch.. Even when you say you love me, you a bitch. I pray you crash like Caroline into a ditch."
7765,1,"And you adopted bitch? I don't give a fuck what kind of ""Mental illness"" they claimin imma kill ya"
7766,1,And you kno we the opposite of down bitch we up 
7767,1,"And you;re a bitch you;re a little fucking worm you know that,"
7768,1,Angel stop rting that fugly bitch
7769,2,Anglo-Saxon Mike Oz
7770,0,Ankles ;;; ; Hood bitches with long weave is the worst thing ever; weave that be touching their ashy ankles ;;
7771,1,Annie.. You crazy hoe ;;;
7772,1,Annnnd you're a dyke. ;
7773,2,Annoying yelling bint next door has locked herself out.
7774,1,Another bad bitch fuck her for a hour another cigarette another nut another shower
7775,1,"Another high point was a Hungarian calling me ""cheat fuck"" and ""cheat pussy"" for doing well."
7776,1,Another long mornin smh...Thank God a nicca out here to see it tho real shit
7777,2,"Another major development in the Jihadi circles: Al Maqdisi, hardcore jihadi theorist asks specifically for relief &amp; aid workers; release"
7778,1,Another nigga hoe is another nigga problem. been had hits.
7779,2,Another season of retweeting every one of 's Yankee tweets! ;;;;
7780,1,Another woman ain't gon keep me coming. Girl these hoes ain't got nothing on ya
7781,1,Any bitch who show up Friday looking like the bitch from the ring I'm punching straight in the face.
7782,1,"Any dope nigga or pretty chick is gon have people wantin their attention.. Y'all gotta grow up with that ""you got hoes"" shit.."
7783,1,"Any man even considering plastic surgery is gay gay gay imagine ya boy say ""I'd get more hoes then u after I get these new lips"" ;;;"
7784,1,Any nicca gettin it n da ass is a fag! ; Howw? Please explain this twitter logic. I'm confused. ; 
7785,1,Any person that puts anybody else's business out there for whatever reason is a bitch.
7786,1,Any pregnant bitches at centreville I should know about in about to move there next ... ; Idk.. I dont go to cville 
7787,1,Any pussy I had I can get again!
7788,2,Any solution to ZOG which doesn't deal with demographics - only laws - is no solution. #NorthwestImperative 
7789,1,Any where the $$$ at is where the pussy go...
7790,2,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? ;;
7791,1,"Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS."
7792,0,Anyone who came to the US as an indentured servant is white trash.
7793,1,Anytime somebody say u wan hear a funny that shit gon be trash..
7794,0,Apaches' 30 MM rounds turn Jihadis into tomato soup 
7795,1,"Apologizing in advance for my actions, I'm thee biggest bitch when I'm studying ;;"
7796,2,"Apolonia Gardner of Imperial, CA misspells ""phalarope"" - a bird that resembles a sandpiper. The dreaded schwa! #spellingbee"
7797,2,Apparently I got chunky for my bday. Worse bday present ever. Lol. #diettime
7798,2,Apparently im a honky. Pfft. Like that's a bad thing.
7799,1,Apparently not wanting to trade your Nitro M4 in CSGO makes you a collossal faggot.
7800,1,"Apparently, saying something nice to someone these days means you're trying to stick them with your poker. Get over yourselves bitches."
7801,2,Apple need to add some colored emoji
7802,1,"Apple sauce, bitch."
7803,2,Appropriately this guy wears the WV yellow Rick James on his face. 
7804,1,Are pet guinea pig is about to die this fucking blows :/
7805,2,Are poor little guinea pig died :(
7806,1,Are you nigguhs saying you want Donald trump as prez? That nigguh don't understand real american struggles ;
7807,1,Are you single but your pussy is in a relationship?
7808,2,"Are you tired of the ""mock drafts""? Let's just do this: If Clowney is not the 1st pick, who thinks Round 1 becomes ""chaos""? #ShowOfHands"
7809,2,Aren't these little border jumpers supposed to be in school
7810,1,Argue to make up. Not to break up &amp; get back together that's retarded in my eyes
7811,1,Arguing over a bitch with a glued on butt
7812,1,Arod like ugly bitches that like to fuck
7813,2,Arroz con pollo
7814,1,Arturo keeps calling me ghetto ;
7815,2,"As Chanice say that, I realize the coons move from drinking Moet to Belaire. All yuh feel all yuh so fancy with all yuh $30 champagne eh"
7816,1,"As I tweeted before any man telling me to go to the kitchen this season could tell his mom that, father probably wouldn't of left..bitch"
7817,1,"As a girlfriend I'm NEVER getting close to my boyfriend friends , cause they can be telling me one thing , and telling these hoes another."
7818,1,"As a girlfriend, you gotta accept the fact hoes gone be all up in his face. But as a boyfriend, he better let them hoes know wassup."
7819,1,As a man ... I feel like you a bitch if you living off a female . Havin her buy all yo shit fucc that never be dependent on someone
7820,0,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a; 
7821,1,As good as Percy Harvin and Peyton on the same team sound; That;s so retarded lmao
7822,1,As if it WASNT gon get Bacc to me ;; bitch your outta your fuccing mind
7823,1,As long as you gon feed me pussy when I get the munchies ;
7824,1,As of today im cutting muthafuckas off bitches/niggas that never show love or just temporary people iont need um
7825,2,As soon as a Democrat gets a chance to ? the political hack #foxnews goes to commercial then back with Bolton LMAO #teabaggers #benghazi
7826,1,As soon as a bitch think shit sweet.... Give em wat they been asking for!
7827,1,As soon as bitches get on a come up you got that one bitch that CANT Wait to tell ppl your downfall before the come up ;;. #Haters
7828,0,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.
7829,1,Asha had a little voice in my head telling me to fuck with these hoes. Wasn't kendra ;
7830,1,Asha my bitch doe ;;
7831,1,Ask a bitch in 2014 if she would rather have JESUS than silver &amp; gold I bet u she tell a lie.
7832,1,Ask around n the streets bitch bout Jay
7833,2,Ask the governor how we are supposed to pay for this? Typical #teabagger mentality. Government is EVIL until we need them LOL #morningjoe
7834,1,Ask tht bitch when she gon let a yung nigga blast tht ass
7835,1,Ask your bitch about me she turns into dori. ;
7836,1,"At 6'0? Good luck Nh nh I'm 6'0, 150. One of you bitches better reproduce with me. I can give you an athlete."
7837,1,At Dunkin donuts and every time somebody walked in I either yelled ratchet or hoe and so me and my brother got kicked out ;;;
7838,2,At a point where I've got to make a tough life decision. Ice black translucent sole or solid black sole on my KD VI's. Blk or orange airbag
7839,2,At all my ritz crackers. Idk what to do with myself anymore.
7840,1,At least ima a faithful bitch ;
7841,2,At pussy cat lounge killin it with my girlz and 
7842,1,At the MLK march tryna find a man bitch we see U
7843,1,At the Mexican laundry mat and it's PACKED denna hoe
7844,1,"At the bar in downey wit my uncle, this niggah faded hopefully he doesnt get us into a fight lmao"
7845,1,At the doctors with sam shes such a pussy the had to put a cotton swab in her nose and she just about started to cry -_- 
7846,1,At the end of the day seniors still love that young fresh pussy from west case closed
7847,2,"At this rate, I'd cheer for the awful New York Yankees over the St. Louis Cardinals."
7848,2,"At work but wish I was floating in my 15 ft., on sale at Walmart, redneck pool that my husband probably hasn't cleaned since last weekend."
7849,2,Ate the receivers really fast or is pass coverage trash?
7850,1,Attention one and all. just motoroboated my knees. Someone get this jiggaboo some water. She #thirsty.
7851,1,Auburnnn hoe
7852,1,Audio: Happy Valentines Day bitches. ;Now play this while you get laid. 
7853,1,August alsina : ghetto ;
7854,1,Austin is a funny niggah
7855,1,"Autocorrect makes my ""how's life"" change to hoes life. What the duck."
7856,2,Average is basic and basic is trash ;;
7857,1,"Aw man, that bitch she go hard.. Put it on me I'm like ""Oh Lord""... No panties, baby, no bra !"
7858,1,"Awe did I cut you off and make you mad? That's too dam bad, shoulda been going the fucking speed limit bitch"
7859,0,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them
7860,1,Awwwwww That ain't my hoe.
7861,1,Awwwwww they no Kaep ain't rape no bitch!!!!
7862,1,Ay cuh its HOT AF . Im finna go buy yo bitch some ice cream . Lol
7863,1,"Ay fuck wieners, remember to eat before you drink and remember to drink water while you're drinking and also to go eat shit you pussy head."
7864,2,Ay what are some good bars/clubs to hit up in Denver?? Should be up there Saturday night to coon out.
7865,1,Ay yall heard that Rich Gang tape thou?? That bitch on Flame!!!;
7866,2,Aye a nicca is tired tho!
7867,1,Aye it's a lot of niggas out here that can't fuck a bad bitch unless they get her drunk smh #Preach
7868,1,Aye my NIGHA #YeaYouReadinDis... Gone let ya bitch fuck wit my team donjuuuan; 
7869,1,Aye the part be treating the bitches too good ;
7870,1,Aye we all needa keep are heads up high who cares if we lost we all went and tried our best &amp;south is a bunch of trash talking pussys ! -.-
7871,1,"Aye, Mcdonald'ss got a fire ass frozen strawberry lemonade.. This bitch so wet"
7872,1,Ayee hoe
7873,2,Ayo I jus had a mini heart attack behind the wheel..north Philly n fire crackers don't mix;;;; I; 
7874,1,Ayo twat boy I gotta new phone give me yo jack now 
7875,1,Ayo why da hell ain't nobody hip me to these niccas! ... #BetterLateThanNever
7876,1,Ayo!! unblock me so i ca tell you how garbage yo bitch ass playing....
7877,0,Ayy Carlton is a ghetto school now #SwitchedAtBirth
7878,1,"Ayy yo my nigga be all up on da,pussy not lettin dat muafucka breathe."
7879,2,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.
7880,2,"BASICALLY, #GOP, #ROMNEY, right wing reactionaries, drudgies, teabaggers, libertaritards, all hate our education system and teachers."
7881,1,BC y'all hoes
7882,1,"BF: I think we need some pet insurance. GF: LMAO, why, what for? BF: Because I'm destroying your pussy everyday."
7883,1,BITCH!!! Stop thinking ur entitled to politically correct responses...bitch
7884,1,BREATHE! You are going to kill yourself if you don't EXHALE! Killin you hoes 
7885,1,"BROS BEFORE HOS! ... and there I was with my bros, without any hos.."
7886,1,"BRUH lmaoo ; Them hoes was nasty but I kept eating them "" What the fuck happened to these? "
7887,1,BRUH!! Them ugly hoes say a nigga arrogant...
7888,1,Baby I can make that pussy raaain OFTEN.
7889,1,"Baby I can make that pussy rain, often"
7890,1,Baby I can make that pussy rain... Often
7891,2,"Baby I'll whisper Vietnamese to you all soft like, ""ching... chong ting o long...."""
7892,1,Baby girl your pussy looking so vacant....
7893,1,"Baby moanin , got me zone'nn ; I want this bitch next me , pussy like ecstasy ; ."
7894,1,Baby pussy cant be your only hustle. Unless u bad as Naomi Russell.I mean a lot of ppl got money.So basically Russell aint the only Russell
7895,1,Babydaddy needing bail money say thats wat she gone do talk a whole alotta shit but swear that bitch gone come through
7896,1,Back #InHighSchool me and used to have to stiff-arm bitches that kept tryna steal our fitteds
7897,1,"Back in America, and I've become a basic bitch again."
7898,1,Back in this bitch again....
7899,1,Backdoor is open: them hoes will let you fuck em in the ass. Usually an extra charge plus the rate you agreed upon.
7900,1,Bad Asian bitch yea she look just like Kemora
7901,1,Bad bitch contest you in first place ; 
7902,1,"Bad bitch give good head, dumb bitch get hood rich"
7903,1,Bad bitch good head I think she ah keeper !
7904,1,Bad bitch 
7905,1,Bad bitch on my line tryna give me brains
7906,1,Bad bitch pussy aquafina call her Crystalina
7907,1,Bad bitch selling molly I might take one
7908,1,Bad bitch with me and you kno that her ass is fat
7909,1,"Bad bitch, chest out......no wonder why Miss Righteous keeps on getting left out"
7910,1,Bad bitches ain't cheap
7911,1,Bad bitches aint cheap better pass her if u broke !!
7912,1,Bad bitches an good weed
7913,1,Bad bitches and good weed
7914,1,Bad bitches be all ova me .. Besides pussy what could you offer me?! ;;;;
7915,1,Bad bitches every where
7916,1,"Bad bitches from Oakland, she could beeee a model"
7917,1,Bad bitches hate broke niggaz.
7918,1,Bad bitches in dirty ass houses &lt;&lt;&lt;
7919,1,Bad bitches in the pen make my toes curl
7920,1,Bad bitches is the only thing I like
7921,1,Bad bitches is the only thing that I like
7922,1,Bad bitches is the only thing that I like!!!!!! #BBLU this Saturday #BBLU #SuedeLounge #RICHGIRLS
